,allocid,num_cluster,uniqueAlloc,reference
0,Allocation1,0,"{'r1_at3_sanit_5', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r2_at2_floor_7', 'r1_at4_notify_9', 'r1_at4_notify_6', 'r2_at2_floor_10', 'r1_at3_sanit_2', 'r2_at3_sanit_8', 'r1_at4_notify_0', 'r2_at2_floor_4'}",
0,Allocation10,0,"{'r1_at3_sanit_5', 'r2_at2_floor_1', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r2_at4_notify_0', 'r2_at4_notify_3', 'r1_at4_notify_6', 'r1_at4_notify_9', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7'}",
0,Allocation2,0,"{'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at3_sanit_5', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at2_floor_7'}",
0,Allocation3,0,"{'r1_at3_sanit_5', 'r2_at2_floor_1', 'r1_at3_sanit_11', 'r2_at4_notify_9', 'r2_at2_floor_7', 'r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at2_floor_10', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at2_floor_4'}",
0,Allocation4,0,"{'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at2_floor_1', 'r2_at2_floor_7', 'r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_10', 'r1_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at3_sanit_5', 'r1_at4_notify_0'}",
0,Allocation5,0,"{'r1_at4_notify_3', 'r2_at2_floor_1', 'r1_at3_sanit_11', 'r2_at4_notify_9', 'r2_at2_floor_7', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_10', 'r1_at3_sanit_2', 'r2_at3_sanit_5', 'r1_at3_sanit_8', 'r2_at2_floor_4'}",
0,Allocation6,0,"{'r2_at3_sanit_11', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at2_floor_7', 'r2_at4_notify_6', 'r2_at4_notify_3', 'r1_at3_sanit_2', 'r2_at3_sanit_8', 'r2_at3_sanit_5', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r2_at2_floor_4'}",
0,Allocation7,0,"{'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at2_floor_7', 'r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at2_floor_10', 'r1_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at4_notify_0', 'r2_at2_floor_4'}",
0,Allocation8,0,"{'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r1_at4_notify_6', 'r2_at3_sanit_2', 'r2_at3_sanit_8', 'r2_at3_sanit_5', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at2_floor_7'}",
0,Allocation9,0,"{'r2_at3_sanit_2', 'r2_at4_notify_0', 'r2_at2_floor_1'}",
0,Allocation9,1,"{'r1_at3_sanit_5', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7'}",
